id,Sex,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
1518,female,63,157.0,60.0,28.0,103.0,40.7,181.0
1519,male,26,182.0,85.0,19.0,103.0,40.6,100.0
1520,female,31,173.0,66.0,2.0,77.0,38.7,6.0
1521,male,42,201.0,101.0,23.0,107.0,40.7,168.0
1522,female,61,173.0,74.0,24.0,97.0,41.0,133.0
1523,male,71,183.0,89.0,29.0,111.0,41.1,234.0
1524,female,57,176.0,72.0,27.0,109.0,40.9,183.0
1525,male,24,180.0,81.0,12.0,96.0,39.9,53.0
1526,male,48,199.0,104.0,14.0,97.0,40.3,87.0
1527,female,28,180.0,73.0,4.0,80.0,38.7,11.0
1528,male,32,198.0,105.0,21.0,104.0,40.7,125.0
1529,female,54,164.0,67.0,19.0,98.0,40.2,108.0
1530,female,44,187.0,82.0,13.0,98.0,40.3,66.0
1531,female,39,151.0,50.0,29.0,109.0,41.0,201.0
1532,female,58,161.0,60.0,20.0,86.0,40.7,102.0
1533,male,39,199.0,102.0,7.0,84.0,39.2,26.0
1534,male,56,186.0,90.0,10.0,101.0,39.7,75.0
1535,female,66,170.0,74.0,7.0,101.0,39.4,44.0
1536,female,42,178.0,73.0,11.0,83.0,39.8,43.0
1537,male,50,172.0,77.0,11.0,101.0,39.9,70.0
1538,female,57,171.0,69.0,26.0,110.0,40.6,186.0
1539,female,42,156.0,58.0,21.0,97.0,40.7,115.0
1540,male,31,193.0,97.0,20.0,102.0,40.6,117.0
1541,female,30,159.0,59.0,21.0,103.0,40.6,121.0
1542,female,73,158.0,61.0,24.0,107.0,40.7,170.0
1543,male,45,184.0,87.0,28.0,108.0,40.8,203.0
1544,male,24,179.0,81.0,21.0,105.0,40.7,116.0
1545,male,50,187.0,93.0,11.0,88.0,40.0,49.0
1546,female,22,161.0,67.0,1.0,72.0,37.7,3.0
1547,female,32,158.0,60.0,26.0,103.0,40.8,144.0
1548,male,28,193.0,87.0,16.0,97.0,40.1,77.0
1549,female,30,171.0,65.0,19.0,92.0,40.4,86.0
1550,female,69,184.0,83.0,6.0,79.0,38.9,23.0
1551,female,45,171.0,73.0,26.0,110.0,40.8,172.0
1552,female,50,164.0,59.0,30.0,111.0,40.9,211.0
1553,female,56,166.0,67.0,11.0,92.0,39.8,55.0
1554,male,20,181.0,83.0,30.0,111.0,41.1,192.0
1555,female,24,166.0,64.0,27.0,107.0,40.8,168.0
1556,female,20,159.0,58.0,28.0,104.0,40.9,161.0
1557,female,20,163.0,61.0,26.0,105.0,40.8,150.0
1558,male,35,201.0,103.0,5.0,79.0,39.1,15.0
1559,female,25,162.0,55.0,20.0,96.0,40.5,101.0
1560,male,23,171.0,74.0,8.0,84.0,39.7,15.0
1561,male,50,189.0,85.0,7.0,85.0,39.4,28.0
1562,female,33,169.0,66.0,12.0,93.0,40.1,56.0
1563,female,38,175.0,73.0,21.0,106.0,40.5,133.0
1564,female,58,173.0,73.0,19.0,98.0,40.4,105.0
1565,male,21,191.0,89.0,16.0,93.0,40.0,63.0
1566,male,38,186.0,85.0,15.0,91.0,40.1,67.0
1567,male,33,193.0,92.0,19.0,100.0,40.7,107.0
1568,male,28,190.0,88.0,18.0,98.0,40.3,88.0
1569,female,21,170.0,67.0,25.0,104.0,40.6,137.0
1570,male,74,196.0,92.0,26.0,104.0,40.4,215.0
1571,male,38,186.0,85.0,25.0,104.0,40.9,157.0
1572,female,45,170.0,62.0,6.0,93.0,39.4,30.0
1573,male,21,191.0,86.0,20.0,103.0,40.4,104.0
1574,male,38,187.0,82.0,25.0,116.0,40.6,197.0
1575,male,51,184.0,93.0,21.0,103.0,41.0,135.0
1576,female,28,173.0,70.0,23.0,105.0,40.8,135.0
1577,female,40,154.0,58.0,26.0,98.0,40.8,143.0
1578,female,22,169.0,66.0,24.0,107.0,40.5,145.0
1579,male,21,191.0,88.0,15.0,102.0,40.3,77.0
1580,male,54,188.0,89.0,7.0,82.0,39.5,28.0
1581,male,52,187.0,79.0,21.0,102.0,40.4,135.0
1582,female,30,158.0,54.0,19.0,97.0,40.8,92.0
1583,male,48,173.0,74.0,5.0,88.0,39.7,21.0
1584,female,44,173.0,69.0,26.0,109.0,40.7,172.0
1585,female,34,162.0,59.0,17.0,94.0,40.3,85.0
1586,male,73,196.0,102.0,10.0,85.0,39.5,53.0
1587,male,67,169.0,77.0,5.0,87.0,39.3,23.0
1588,male,50,183.0,84.0,28.0,112.0,41.1,226.0
1589,male,26,190.0,89.0,10.0,87.0,39.7,32.0
1590,female,54,161.0,65.0,14.0,91.0,40.4,68.0
1591,male,21,193.0,98.0,2.0,91.0,38.0,9.0
1592,female,34,151.0,55.0,29.0,110.0,40.6,197.0
1593,female,56,163.0,58.0,17.0,98.0,40.4,99.0
1594,female,26,164.0,64.0,26.0,108.0,40.9,164.0
1595,male,46,176.0,81.0,23.0,110.0,40.8,171.0
1596,male,50,177.0,86.0,20.0,104.0,40.4,137.0
1597,male,21,176.0,82.0,7.0,90.0,39.2,26.0
1598,male,54,181.0,79.0,1.0,82.0,37.7,4.0
1599,male,54,182.0,84.0,6.0,80.0,39.2,19.0
1600,male,59,187.0,95.0,15.0,92.0,40.1,83.0
1601,male,71,194.0,103.0,19.0,95.0,40.3,127.0
1602,male,36,182.0,84.0,6.0,85.0,39.2,21.0
1603,female,30,171.0,70.0,8.0,87.0,39.4,30.0
1604,female,25,158.0,55.0,5.0,89.0,39.1,22.0
1605,female,40,175.0,65.0,25.0,99.0,41.1,136.0
1606,female,47,166.0,61.0,20.0,97.0,40.4,111.0
1607,female,28,167.0,66.0,20.0,101.0,40.6,112.0
1608,male,30,198.0,100.0,21.0,99.0,40.4,110.0
1609,female,26,150.0,51.0,5.0,82.0,39.1,20.0
1610,male,23,202.0,101.0,25.0,102.0,41.0,128.0
1611,male,60,191.0,93.0,10.0,91.0,40.1,52.0
1612,male,52,192.0,99.0,15.0,99.0,40.3,95.0
1613,female,62,153.0,54.0,15.0,96.0,40.2,86.0
1614,female,24,172.0,71.0,20.0,102.0,40.4,111.0
1615,male,21,187.0,93.0,18.0,99.0,40.4,86.0
1616,male,41,174.0,77.0,17.0,99.0,40.7,93.0
1617,female,45,161.0,60.0,11.0,88.0,40.3,50.0
1618,male,39,193.0,99.0,20.0,95.0,40.7,105.0
1619,female,57,149.0,55.0,5.0,79.0,39.2,19.0
1620,female,32,154.0,56.0,15.0,95.0,40.1,81.0
1621,male,64,194.0,99.0,28.0,107.0,40.8,221.0
1622,male,52,188.0,94.0,13.0,91.0,40.0,65.0
1623,female,24,151.0,48.0,4.0,82.0,38.8,14.0
1624,male,44,189.0,92.0,25.0,94.0,40.8,124.0
1625,male,52,164.0,71.0,5.0,91.0,39.0,23.0
1626,female,62,168.0,64.0,23.0,102.0,40.7,140.0
1627,male,73,172.0,80.0,29.0,101.0,41.2,219.0
1628,female,68,157.0,58.0,10.0,86.0,40.5,48.0
1629,male,26,192.0,92.0,1.0,86.0,37.9,3.0
1630,male,38,191.0,88.0,24.0,101.0,40.8,139.0
1631,female,65,156.0,54.0,17.0,99.0,40.5,104.0
1632,male,26,182.0,79.0,12.0,94.0,40.1,47.0
1633,female,36,170.0,68.0,9.0,97.0,39.8,45.0
1634,female,40,154.0,59.0,14.0,94.0,40.3,72.0
1635,female,26,151.0,50.0,21.0,96.0,40.8,109.0
1636,male,48,176.0,78.0,1.0,79.0,37.7,4.0
1637,male,48,182.0,78.0,10.0,101.0,40.1,61.0
1638,female,21,169.0,66.0,17.0,93.0,40.2,78.0
1639,female,21,153.0,51.0,20.0,96.0,40.3,102.0
1640,male,39,189.0,86.0,21.0,101.0,40.4,123.0
1641,male,20,193.0,86.0,4.0,91.0,38.9,16.0
1642,male,67,179.0,86.0,26.0,110.0,40.7,220.0
1643,female,69,174.0,68.0,21.0,98.0,40.4,122.0
1644,male,64,184.0,85.0,17.0,98.0,40.4,110.0
1645,female,55,152.0,54.0,29.0,113.0,40.8,216.0
1646,female,67,171.0,75.0,3.0,80.0,38.5,13.0
1647,female,22,169.0,66.0,19.0,102.0,40.1,103.0
1648,male,32,191.0,96.0,29.0,105.0,40.7,182.0
1649,male,22,194.0,91.0,19.0,97.0,40.8,93.0
1650,male,25,181.0,79.0,1.0,79.0,37.6,2.0
1651,male,36,203.0,102.0,21.0,108.0,40.5,146.0
1652,female,60,169.0,67.0,12.0,89.0,39.9,58.0
1653,female,75,169.0,68.0,3.0,88.0,38.9,14.0
1654,female,29,166.0,62.0,9.0,93.0,39.8,42.0
1655,female,41,164.0,61.0,16.0,102.0,40.3,94.0
1656,male,55,176.0,80.0,30.0,107.0,41.1,227.0
1657,female,46,154.0,55.0,9.0,91.0,39.2,42.0
1658,female,26,168.0,61.0,20.0,93.0,40.5,93.0
1659,male,40,186.0,88.0,12.0,95.0,40.2,61.0
1660,male,33,177.0,77.0,25.0,103.0,40.5,141.0
1661,female,28,167.0,67.0,18.0,100.0,40.3,97.0
1662,male,71,177.0,77.0,9.0,92.0,39.7,50.0
1663,female,75,175.0,74.0,5.0,79.0,38.9,19.0
1664,male,71,196.0,98.0,3.0,80.0,38.7,13.0
1665,female,21,173.0,69.0,21.0,105.0,40.8,119.0
1666,female,38,164.0,64.0,26.0,106.0,40.8,164.0
1667,male,35,197.0,98.0,29.0,113.0,40.9,216.0
1668,male,43,191.0,98.0,17.0,97.0,40.4,97.0
1669,female,29,181.0,71.0,20.0,99.0,40.5,103.0
1670,male,20,190.0,90.0,6.0,83.0,39.4,13.0
1671,female,20,157.0,59.0,20.0,104.0,40.4,118.0
1672,female,41,163.0,60.0,18.0,98.0,40.3,100.0
1673,male,35,181.0,85.0,24.0,118.0,40.7,214.0
1674,female,34,159.0,60.0,28.0,113.0,40.7,192.0
1675,male,41,187.0,88.0,12.0,95.0,40.1,59.0
1676,female,51,167.0,64.0,17.0,101.0,40.4,103.0
1677,female,34,165.0,61.0,23.0,96.0,40.4,111.0
1678,female,57,174.0,69.0,27.0,109.0,40.6,184.0
1679,male,25,186.0,87.0,28.0,107.0,41.0,173.0
1680,female,22,169.0,65.0,24.0,107.0,40.9,143.0
1681,male,35,187.0,90.0,28.0,112.0,40.7,211.0
1682,male,21,202.0,99.0,15.0,89.0,39.9,48.0
1683,female,21,159.0,55.0,21.0,103.0,40.7,120.0
1684,female,37,156.0,56.0,14.0,95.0,40.3,73.0
1685,male,63,187.0,92.0,10.0,92.0,39.9,55.0
1686,female,62,163.0,65.0,12.0,96.0,40.1,68.0
1687,male,57,197.0,102.0,25.0,109.0,40.8,199.0
1688,female,37,167.0,65.0,20.0,105.0,40.4,121.0
1689,male,35,196.0,102.0,27.0,103.0,40.6,174.0
1690,male,21,185.0,85.0,18.0,101.0,40.3,90.0
1691,female,44,151.0,57.0,28.0,108.0,40.6,189.0
1692,female,26,170.0,64.0,18.0,95.0,40.5,89.0
1693,female,56,160.0,57.0,23.0,99.0,40.6,139.0
1694,female,39,156.0,55.0,26.0,102.0,40.7,150.0
1695,female,46,163.0,67.0,28.0,107.0,40.5,183.0
1696,female,75,159.0,60.0,12.0,87.0,39.9,57.0
1697,male,44,176.0,73.0,11.0,86.0,40.2,39.0
1698,female,56,157.0,62.0,8.0,94.0,39.6,42.0
1699,female,22,160.0,63.0,24.0,104.0,40.6,138.0
1700,male,38,174.0,81.0,8.0,86.0,39.5,28.0
1701,male,41,171.0,73.0,7.0,81.0,39.2,24.0
1702,male,21,191.0,89.0,27.0,113.0,40.7,179.0
1703,female,72,167.0,64.0,10.0,97.0,39.9,61.0
1704,male,71,184.0,91.0,21.0,98.0,40.5,150.0
1705,male,45,186.0,88.0,22.0,104.0,40.9,146.0
1706,male,32,191.0,91.0,16.0,93.0,40.6,70.0
1707,male,20,175.0,73.0,6.0,92.0,39.7,20.0
1708,male,21,191.0,94.0,4.0,90.0,39.1,13.0
1709,female,33,169.0,70.0,18.0,102.0,40.5,102.0
1710,female,63,161.0,61.0,15.0,84.0,40.0,67.0
1711,male,47,199.0,104.0,11.0,88.0,39.7,54.0
1712,male,20,192.0,98.0,20.0,110.0,40.7,128.0
1713,male,26,184.0,89.0,16.0,99.0,40.2,79.0
1714,male,24,172.0,74.0,10.0,94.0,39.9,37.0
1715,female,34,176.0,71.0,21.0,105.0,40.6,124.0
1716,male,28,195.0,98.0,20.0,98.0,40.5,102.0
1717,female,62,174.0,75.0,30.0,101.0,41.3,183.0
1718,female,32,165.0,63.0,30.0,115.0,40.8,225.0
1719,male,21,179.0,79.0,28.0,115.0,40.8,189.0
1720,male,64,198.0,102.0,15.0,94.0,40.3,95.0
1721,female,25,180.0,80.0,4.0,81.0,38.9,11.0
1722,male,22,185.0,84.0,24.0,107.0,40.6,144.0
1723,male,48,183.0,83.0,11.0,91.0,40.2,53.0
1724,male,36,179.0,78.0,21.0,107.0,40.6,137.0
1725,male,35,175.0,84.0,12.0,93.0,40.1,54.0
1726,female,24,151.0,51.0,20.0,99.0,40.5,107.0
1727,male,43,182.0,83.0,7.0,80.0,39.2,21.0
1728,male,38,184.0,86.0,17.0,97.0,40.2,87.0
1729,female,41,165.0,67.0,13.0,91.0,39.9,60.0
1730,female,49,161.0,64.0,3.0,78.0,38.4,8.0
1731,female,47,181.0,81.0,26.0,100.0,40.7,143.0
1732,male,29,184.0,88.0,15.0,89.0,40.0,55.0
1733,male,33,176.0,75.0,22.0,105.0,40.5,127.0
1734,male,41,173.0,73.0,25.0,99.0,40.5,134.0
1735,female,20,164.0,64.0,22.0,104.0,40.6,127.0
1736,male,29,193.0,91.0,15.0,97.0,40.0,72.0
1737,female,37,173.0,70.0,12.0,85.0,40.8,47.0
1738,female,41,156.0,62.0,5.0,83.0,39.6,17.0
1739,female,40,158.0,63.0,23.0,102.0,40.7,134.0
1740,female,43,176.0,68.0,2.0,79.0,38.1,7.0
1741,male,31,187.0,89.0,18.0,96.0,40.3,84.0
1742,female,44,161.0,60.0,17.0,99.0,40.5,96.0
1743,female,22,169.0,64.0,8.0,88.0,39.6,34.0
1744,female,65,159.0,64.0,25.0,111.0,40.8,183.0
1745,male,32,181.0,83.0,17.0,91.0,40.4,69.0
1746,female,37,171.0,64.0,17.0,93.0,40.3,83.0
1747,female,29,171.0,69.0,28.0,99.0,40.8,145.0
1748,male,33,183.0,87.0,20.0,100.0,40.7,107.0
1749,male,68,193.0,91.0,29.0,112.0,40.9,260.0
1750,male,35,192.0,90.0,26.0,106.0,40.8,168.0
1751,male,49,191.0,92.0,3.0,85.0,38.7,12.0
1752,female,41,178.0,77.0,1.0,85.0,37.7,4.0
1753,female,38,158.0,60.0,20.0,96.0,40.6,106.0
1754,male,37,189.0,88.0,18.0,99.0,40.5,99.0
1755,female,27,165.0,63.0,18.0,99.0,40.2,98.0
1756,male,39,191.0,93.0,8.0,86.0,39.4,29.0
1757,male,33,191.0,89.0,17.0,103.0,40.2,104.0
1758,female,39,166.0,64.0,9.0,86.0,39.8,38.0
1759,male,22,200.0,98.0,10.0,93.0,39.8,28.0
1760,female,21,166.0,65.0,25.0,108.0,40.5,154.0
1761,female,39,152.0,57.0,24.0,95.0,40.6,131.0
1762,female,25,164.0,66.0,13.0,94.0,40.1,59.0
1763,male,23,190.0,94.0,21.0,104.0,40.2,119.0
1764,female,32,172.0,77.0,28.0,111.0,40.9,188.0
1765,male,20,180.0,76.0,19.0,97.0,40.6,76.0
1766,female,28,165.0,64.0,6.0,84.0,39.1,23.0
1767,female,29,171.0,63.0,1.0,70.0,37.9,1.0
1768,male,24,176.0,82.0,17.0,99.0,40.3,86.0
1769,female,39,165.0,67.0,23.0,109.0,40.7,154.0
1770,female,49,176.0,72.0,21.0,100.0,40.6,123.0
1771,female,54,158.0,57.0,13.0,90.0,40.4,63.0
1772,male,54,187.0,85.0,7.0,89.0,39.5,33.0
1773,female,21,160.0,60.0,1.0,79.0,37.9,3.0
1774,male,61,179.0,76.0,3.0,76.0,38.7,6.0
1775,male,26,191.0,96.0,10.0,94.0,39.5,49.0
1776,male,32,184.0,88.0,28.0,114.0,40.7,209.0
1777,female,63,159.0,57.0,26.0,110.0,40.5,189.0
1778,male,43,194.0,94.0,26.0,102.0,40.9,160.0
1779,female,40,154.0,59.0,4.0,84.0,38.9,16.0
1780,female,40,160.0,64.0,10.0,87.0,39.9,42.0
1781,female,45,166.0,65.0,18.0,95.0,40.5,88.0
1782,female,47,163.0,63.0,22.0,93.0,40.6,112.0
1783,male,51,190.0,102.0,19.0,104.0,40.0,134.0
1784,male,58,180.0,84.0,10.0,89.0,39.9,45.0
1785,male,44,162.0,62.0,28.0,109.0,40.7,198.0
1786,female,46,161.0,61.0,4.0,84.0,39.0,15.0
1787,male,23,179.0,79.0,24.0,102.0,40.6,119.0
1788,male,33,164.0,68.0,3.0,87.0,38.4,10.0
1789,female,44,175.0,68.0,19.0,104.0,40.5,113.0
1790,female,47,149.0,53.0,15.0,101.0,40.0,90.0
1791,male,57,175.0,81.0,20.0,105.0,40.7,141.0
1792,male,35,185.0,93.0,28.0,103.0,40.7,173.0
1793,male,50,181.0,84.0,17.0,98.0,40.1,99.0
1794,male,44,178.0,80.0,8.0,91.0,39.7,35.0
1795,male,67,187.0,91.0,5.0,92.0,39.2,33.0
1796,female,21,181.0,71.0,15.0,99.0,40.0,76.0
1797,male,38,177.0,79.0,3.0,91.0,38.6,12.0
1798,female,37,173.0,69.0,11.0,85.0,39.7,44.0
1799,female,33,167.0,65.0,16.0,97.0,40.3,81.0
1800,female,54,148.0,53.0,9.0,97.0,39.6,52.0
1801,male,22,196.0,98.0,1.0,77.0,37.7,2.0
1802,female,45,179.0,72.0,6.0,91.0,39.1,27.0
1803,female,23,149.0,51.0,13.0,102.0,40.1,73.0
1804,female,20,165.0,65.0,13.0,95.0,40.1,62.0
1805,female,62,173.0,73.0,27.0,94.0,40.8,141.0
1806,female,42,179.0,71.0,9.0,86.0,39.4,32.0
1807,male,27,194.0,94.0,22.0,96.0,40.4,106.0
1808,male,20,181.0,78.0,20.0,98.0,40.5,88.0
1809,female,27,161.0,63.0,18.0,102.0,40.3,102.0
1810,female,51,152.0,51.0,15.0,97.0,40.1,81.0
1811,male,60,184.0,89.0,12.0,99.0,40.4,78.0
1812,female,49,154.0,57.0,11.0,85.0,40.0,47.0
1813,male,42,191.0,89.0,6.0,91.0,39.1,27.0
1814,male,27,174.0,81.0,11.0,84.0,39.9,28.0
1815,male,32,180.0,79.0,3.0,85.0,38.6,9.0
1816,female,25,158.0,55.0,1.0,77.0,37.4,3.0
1817,female,31,171.0,63.0,8.0,87.0,39.4,33.0
1818,male,45,187.0,93.0,24.0,102.0,40.9,148.0
1819,female,20,166.0,59.0,2.0,86.0,38.4,8.0
1820,male,55,183.0,83.0,16.0,92.0,40.4,83.0
1821,male,42,192.0,98.0,4.0,91.0,38.9,19.0
1822,female,59,164.0,67.0,7.0,82.0,39.4,28.0
1823,female,50,155.0,58.0,28.0,112.0,40.6,200.0
1824,female,54,177.0,70.0,4.0,91.0,39.1,21.0
1825,female,20,160.0,57.0,10.0,84.0,39.6,36.0
1826,male,47,184.0,93.0,17.0,101.0,40.3,106.0
1827,female,53,156.0,56.0,9.0,93.0,39.6,47.0
1828,male,45,170.0,75.0,21.0,94.0,40.4,103.0
1829,male,48,182.0,86.0,4.0,81.0,39.0,13.0
1830,female,29,163.0,61.0,12.0,93.0,40.4,56.0
1831,female,21,156.0,54.0,28.0,105.0,40.8,171.0
1832,female,54,176.0,72.0,26.0,109.0,40.7,177.0
1833,female,21,149.0,55.0,17.0,98.0,40.0,85.0
1834,female,72,165.0,68.0,5.0,85.0,39.0,23.0
1835,female,57,158.0,56.0,24.0,103.0,40.7,151.0
1836,female,52,185.0,83.0,3.0,82.0,38.7,11.0
1837,female,39,161.0,63.0,2.0,85.0,38.3,8.0
1838,male,35,172.0,78.0,24.0,103.0,40.7,134.0
1839,female,37,174.0,74.0,18.0,102.0,40.3,104.0
1840,male,28,195.0,93.0,16.0,101.0,40.3,88.0
1841,female,54,158.0,64.0,13.0,96.0,40.0,70.0
1842,male,58,187.0,91.0,24.0,108.0,40.7,190.0
1843,male,54,177.0,82.0,28.0,110.0,40.7,219.0
1844,female,64,162.0,63.0,26.0,114.0,40.7,190.0
1845,female,25,153.0,54.0,27.0,102.0,40.7,157.0
1846,female,27,168.0,63.0,29.0,98.0,41.0,147.0
1847,female,28,167.0,63.0,24.0,101.0,40.5,131.0
1848,female,21,155.0,54.0,27.0,109.0,40.5,170.0
1849,male,37,181.0,79.0,16.0,93.0,40.3,73.0
1850,female,74,161.0,62.0,3.0,86.0,38.8,14.0
1851,female,58,155.0,55.0,8.0,84.0,39.4,34.0
1852,male,21,195.0,97.0,11.0,94.0,40.3,43.0
1853,male,61,180.0,81.0,14.0,91.0,40.0,72.0
1854,female,31,169.0,65.0,11.0,90.0,40.3,49.0
1855,male,39,185.0,92.0,19.0,99.0,40.7,105.0
1856,male,68,190.0,94.0,12.0,97.0,39.9,73.0
1857,female,32,151.0,55.0,2.0,88.0,38.0,9.0
1858,male,43,186.0,89.0,20.0,99.0,40.6,116.0
1859,female,21,165.0,66.0,28.0,102.0,40.9,162.0
1860,female,52,166.0,62.0,19.0,101.0,40.2,114.0
1861,female,20,170.0,66.0,2.0,89.0,39.0,8.0
1862,male,25,184.0,79.0,6.0,78.0,39.0,10.0
1863,male,34,188.0,94.0,18.0,95.0,40.6,87.0
1864,female,40,161.0,64.0,12.0,94.0,40.3,61.0
1865,male,27,176.0,74.0,10.0,90.0,39.5,38.0
1866,female,25,151.0,55.0,10.0,86.0,40.1,41.0
1867,female,58,157.0,61.0,24.0,103.0,40.6,153.0
1868,female,37,164.0,61.0,13.0,96.0,40.0,68.0
1869,male,24,193.0,98.0,6.0,86.0,39.4,17.0
1870,female,20,163.0,54.0,6.0,79.0,39.4,18.0
1871,male,31,180.0,80.0,11.0,93.0,40.1,45.0
1872,male,62,185.0,94.0,20.0,95.0,40.6,126.0
1873,male,29,178.0,81.0,4.0,81.0,38.7,7.0
1874,female,35,149.0,54.0,23.0,99.0,40.6,129.0
1875,female,20,153.0,54.0,2.0,84.0,37.9,7.0
1876,female,33,167.0,63.0,21.0,94.0,40.5,102.0
1877,male,50,172.0,76.0,18.0,99.0,40.2,105.0
1878,female,56,176.0,74.0,9.0,92.0,39.7,44.0
1879,female,35,164.0,64.0,29.0,107.0,40.9,184.0
1880,male,52,195.0,100.0,25.0,107.0,40.4,191.0
1881,male,38,197.0,101.0,6.0,80.0,39.1,19.0
1882,female,54,165.0,66.0,20.0,100.0,40.3,113.0
1883,female,51,155.0,58.0,7.0,88.0,39.2,33.0
1884,female,64,165.0,66.0,28.0,106.0,40.7,181.0
1885,male,27,176.0,77.0,4.0,81.0,38.8,10.0
1886,female,51,164.0,60.0,10.0,101.0,39.8,60.0
1887,female,22,158.0,55.0,9.0,91.0,40.2,42.0
1888,male,30,189.0,91.0,5.0,72.0,39.2,5.0
1889,male,31,187.0,93.0,27.0,107.0,40.7,170.0
1890,male,21,194.0,94.0,10.0,92.0,39.8,36.0
1891,male,33,193.0,91.0,17.0,97.0,40.4,87.0
1892,male,51,186.0,89.0,10.0,104.0,39.8,66.0
1893,female,54,155.0,51.0,2.0,77.0,38.3,7.0
1894,female,52,172.0,72.0,3.0,87.0,38.6,13.0
1895,male,38,199.0,93.0,2.0,86.0,38.8,9.0
1896,male,47,189.0,91.0,16.0,98.0,40.4,98.0
1897,male,58,183.0,84.0,26.0,102.0,40.9,184.0
1898,female,33,166.0,71.0,7.0,81.0,39.5,24.0
1899,female,25,169.0,72.0,28.0,104.0,40.9,158.0
1900,male,42,181.0,88.0,2.0,83.0,38.0,6.0
1901,male,56,194.0,95.0,15.0,102.0,40.3,105.0
1902,male,49,190.0,88.0,3.0,85.0,38.7,12.0
1903,female,63,176.0,77.0,2.0,77.0,38.1,5.0
1904,female,41,170.0,66.0,17.0,103.0,40.5,101.0
1905,male,69,182.0,88.0,27.0,117.0,40.9,265.0
1906,female,62,172.0,68.0,10.0,90.0,39.6,49.0
1907,female,22,163.0,58.0,26.0,102.0,41.0,144.0
1908,female,78,167.0,61.0,3.0,89.0,38.5,15.0
1909,female,40,168.0,68.0,16.0,88.0,40.4,69.0
1910,male,69,186.0,81.0,1.0,77.0,37.4,3.0
1911,female,28,178.0,72.0,15.0,93.0,40.1,71.0
1912,male,39,180.0,86.0,7.0,89.0,39.5,27.0
1913,male,48,196.0,97.0,24.0,108.0,40.8,189.0
1914,female,72,156.0,58.0,7.0,84.0,39.9,31.0
1915,female,39,152.0,56.0,9.0,87.0,39.6,38.0
1916,female,22,185.0,77.0,5.0,80.0,38.7,15.0
1917,male,35,175.0,83.0,11.0,96.0,39.8,52.0
1918,female,20,168.0,64.0,2.0,81.0,38.6,8.0
1919,male,54,199.0,98.0,7.0,97.0,39.6,36.0
1920,female,25,169.0,69.0,8.0,95.0,39.7,38.0
1921,male,54,191.0,94.0,2.0,76.0,38.0,6.0
1922,male,44,179.0,80.0,7.0,84.0,39.5,25.0
1923,male,29,187.0,88.0,13.0,98.0,40.1,62.0
1924,female,44,169.0,63.0,29.0,105.0,40.9,181.0
1925,male,30,189.0,91.0,7.0,94.0,39.5,29.0
1926,female,24,150.0,49.0,7.0,84.0,39.6,28.0
1927,female,25,173.0,66.0,3.0,89.0,38.8,12.0
1928,male,20,196.0,93.0,12.0,91.0,40.3,41.0
1929,male,61,189.0,92.0,20.0,102.0,40.4,139.0
1930,male,47,188.0,89.0,6.0,92.0,39.4,28.0
1931,male,45,182.0,86.0,15.0,90.0,39.8,65.0
1932,female,21,172.0,65.0,28.0,104.0,40.7,161.0
1933,female,20,169.0,64.0,12.0,96.0,40.3,58.0
1934,male,42,174.0,76.0,27.0,107.0,40.6,179.0
1935,male,53,174.0,81.0,21.0,105.0,40.5,144.0
1936,male,51,191.0,94.0,8.0,90.0,40.1,38.0
1937,female,47,171.0,67.0,6.0,90.0,39.2,28.0
1938,male,54,182.0,84.0,29.0,108.0,41.1,220.0
1939,female,62,152.0,52.0,14.0,98.0,40.4,84.0
1940,female,21,161.0,60.0,28.0,108.0,40.6,167.0
1941,male,20,188.0,99.0,25.0,109.0,40.9,157.0
1942,male,41,178.0,74.0,21.0,114.0,40.4,176.0
1943,male,71,183.0,91.0,7.0,88.0,39.3,40.0
1944,male,38,186.0,93.0,24.0,102.0,40.7,148.0
1945,male,21,177.0,74.0,28.0,109.0,40.8,162.0
1946,female,50,169.0,68.0,21.0,92.0,40.7,100.0
1947,female,21,161.0,65.0,4.0,80.0,39.1,13.0
1948,male,42,164.0,64.0,19.0,96.0,40.7,91.0
1949,female,49,154.0,58.0,5.0,91.0,39.2,25.0
1950,male,41,175.0,79.0,14.0,99.0,40.2,78.0
1951,female,35,157.0,60.0,7.0,88.0,39.6,28.0
1952,male,33,186.0,88.0,16.0,96.0,40.1,79.0
1953,female,56,178.0,71.0,27.0,108.0,40.8,186.0
1954,male,48,164.0,64.0,9.0,97.0,39.6,46.0
1955,female,29,161.0,62.0,4.0,84.0,39.0,15.0
1956,female,24,165.0,65.0,29.0,101.0,40.9,156.0
1957,male,34,195.0,99.0,9.0,97.0,39.7,46.0
1958,female,25,178.0,71.0,11.0,100.0,39.9,61.0
1959,female,45,162.0,61.0,4.0,91.0,38.8,19.0
1960,male,48,161.0,63.0,10.0,99.0,39.7,52.0
1961,male,33,184.0,89.0,27.0,110.0,40.5,186.0
1962,female,45,158.0,59.0,27.0,105.0,40.9,169.0
1963,male,29,174.0,72.0,24.0,104.0,40.9,131.0
1964,female,40,163.0,61.0,13.0,95.0,39.9,66.0
1965,female,20,172.0,66.0,4.0,83.0,38.7,14.0
1966,female,21,164.0,61.0,4.0,86.0,39.0,16.0
1967,female,29,159.0,60.0,4.0,87.0,38.6,17.0
